,indexID,ticker,porgFullName,secShortName,exchangeCD,tradeDate,preCloseIndex,openIndex,lowestIndex,highestIndex,closeIndex,turnoverVol,turnoverValue,CHG,CHGPct
34,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-02-26,3060.618,3053.498,3041.689,3067.525,3051.943,10129629100,1.21468972402e+11,-8.675,-0.00283
35,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-01,3051.943,3057.006,3054.554,3093.095,3087.842,11103887800,1.31301895669e+11,35.899,0.01176
36,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-02,3087.842,3089.706,3060.956,3095.992,3073.108,10532764700,1.2455867516e+11,-14.734,-0.00477
37,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-03,3073.108,3074.099,3061.467,3098.456,3097.005,11715651900,1.36522058159e+11,23.897,0.00778
38,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-04,3097.005,3098.069,3016.215,3102.398,3023.373,12638388900,1.44939960281e+11,-73.632,-0.02378
39,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-05,3023.373,3026.639,3011.088,3044.165,3031.065,9225966500,1.05764004554e+11,7.692,0.00254
40,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-08,3031.065,3036.415,3030.905,3058.832,3053.232,8101195000,92751540604.0,22.167,0.00731
41,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-09,3053.232,3053.26,3028.69,3084.85,3069.141,9238180300,1.07489645813e+11,15.909,0.00521
42,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-10,3069.141,3067.15,3034.739,3085.994,3048.927,8461295300,98739579382.0,-20.214,-0.00659
43,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-11,3048.927,3050.644,3025.309,3070.935,3051.282,7987219500,96185690103.0,2.355,0.00077
44,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-12,3051.282,3051.474,3011.972,3057.519,3013.412,7141891200,84352943940.0,-37.87,-0.01241
45,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-15,3013.412,3010.722,2963.494,3013.517,2976.939,6374976800,74779819309.0,-36.473,-0.0121
46,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-16,2976.939,2974.487,2963.438,2993.843,2992.841,5962799100,69931647605.0,15.902,0.00534
47,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-17,2992.841,2999.815,2994.893,3050.757,3050.479,8708569900,1.0501031723e+11,57.638,0.01926
48,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-18,3050.479,3053.158,3035.019,3063.586,3046.089,9137912400,1.08541262605e+11,-4.39,-0.00144
49,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-19,3046.089,3046.749,3031.023,3069.662,3067.75,8848118900,1.03212258494e+11,21.661,0.00711
50,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-22,3067.75,3069.66,3061.759,3083.345,3074.576,9649941100,1.1343865797e+11,6.826,0.00223
51,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-23,3074.576,3076.957,3051.211,3082.965,3053.125,9286719000,1.08718260881e+11,-21.451,-0.00698
52,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-24,3053.125,3058.928,3052.213,3076.749,3056.808,8926636500,1.03520051662e+11,3.683,0.00121
53,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-25,3056.808,3051.356,3012.308,3051.356,3019.176,9019054200,1.05285006838e+11,-37.632,-0.01231
54,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-26,3019.176,3017.215,3009.905,3067.707,3059.715,9307771600,1.08957224524e+11,40.539,0.01343
55,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-29,3059.715,3076.048,3071.69,3130.279,3123.798,13189511400,1.55187158143e+11,64.083,0.02094
56,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-30,3123.798,3123.832,3113.767,3132.576,3128.468,10243151500,1.25184598681e+11,4.67,0.00149
57,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-03-31,3128.468,3129.574,3101.756,3130.112,3109.105,10114335100,1.22804448412e+11,-19.363,-0.00619
58,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-01,3109.105,3111.935,3111.935,3148.344,3147.416,12677921300,1.54014263543e+11,38.311,0.01232
59,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-02,3147.416,3154.77,3141.866,3159.598,3157.957,12278938300,1.50050854794e+11,10.541,0.00335
60,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-06,3157.957,3170.612,3141.93,3177.968,3158.681,11681470300,1.44082622105e+11,0.724,0.00023
61,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-07,3158.681,3156.314,3132.236,3161.081,3148.222,10352157000,1.26771627758e+11,-10.459,-0.00331
62,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-08,3148.222,3143.451,3110.256,3143.827,3118.709,11464338900,1.42179596674e+11,-29.513,-0.00937
63,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-09,3118.709,3118.926,3114.788,3146.459,3145.347,10542596000,1.3409415379e+11,26.638,0.00854
64,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-12,3145.347,3151.888,3111.899,3156.211,3129.263,13796270100,1.75003844825e+11,-16.084,-0.00511
65,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-13,3129.263,3129.692,3101.483,3173.634,3161.251,14398204000,1.84689462067e+11,31.988,0.01022
66,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-14,3161.251,3161.551,3145.555,3167.658,3166.183,10643584700,1.37919385516e+11,4.932,0.00156
67,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-15,3166.183,3168.139,3135.99,3181.663,3164.966,10626390800,1.36812954006e+11,-1.217,-0.00038
68,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-16,3164.966,3159.672,3121.366,3159.672,3130.302,8093491800,1.02904446772e+11,-34.664,-0.01095
69,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-19,3130.302,3096.785,2977.774,3096.785,2980.297,12936050500,1.56394431347e+11,-150.005,-0.04792
70,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-20,2980.297,2980.081,2941.35,2998.913,2979.533,10173224900,1.24783817741e+11,-0.764,-0.00026
71,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-21,2979.533,2984.618,2972.096,3034.327,3033.278,11630851400,1.46027651593e+11,53.745,0.01804
72,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-22,3033.278,3021.289,2978.457,3023.641,2999.484,12172666400,1.53337726572e+11,-33.794,-0.01114
73,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-23,2999.484,2995.568,2966.785,3015.633,2983.537,10351871300,1.35881395939e+11,-15.947,-0.00532
74,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-26,2983.537,2988.077,2965.832,2996.828,2969.503,8914667500,1.16254419538e+11,-14.034,-0.0047
75,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-27,2969.503,2962.145,2866.342,2962.145,2907.928,10827127300,1.31158554727e+11,-61.575,-0.02074
76,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-28,2907.928,2883.167,2865.469,2916.676,2900.331,8374941100,1.04850717861e+11,-7.597,-0.00261
77,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-29,2900.331,2912.196,2867.938,2928.93,2868.432,8934443400,1.12206328592e+11,-31.899,-0.011
78,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-04-30,2868.432,2867.649,2820.949,2875.806,2870.611,8873444400,1.0598997797e+11,2.179,0.00076
79,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-04,2870.611,2821.354,2809.132,2862.555,2835.277,6607984400,78762912103.0,-35.334,-0.01231
80,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-05,2835.277,2804.514,2770.328,2857.293,2857.151,9534057800,1.14155797823e+11,21.874,0.00771
81,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-06,2857.151,2838.951,2734.999,2838.951,2739.702,9264931600,1.13199425993e+11,-117.449,-0.04111
82,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-07,2739.702,2685.992,2665.812,2732.183,2688.383,9202626000,1.08502459593e+11,-51.319,-0.01873
83,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-10,2688.383,2690.859,2646.589,2713.061,2698.757,8185405000,95439351168.0,10.374,0.00386
84,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-11,2698.757,2745.604,2638.533,2751.07,2647.574,8789710700,1.00980560608e+11,-51.183,-0.01897
85,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-12,2647.574,2628.019,2604.198,2668.118,2655.714,8254416000,90582042080.0,8.14,0.00307
86,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-13,2655.714,2653.579,2646.896,2711.066,2710.507,8307773300,90736116133.0,54.793,0.02063
87,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-14,2710.507,2692.096,2677.19,2712.863,2696.629,7336802400,82576727209.0,-13.878,-0.00512
88,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-17,2696.629,2663.882,2557.239,2663.882,2559.931,8264832600,88207607272.0,-136.698,-0.05069
89,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-18,2559.931,2555.141,2529.625,2603.32,2594.783,8279238600,84659769222.0,34.852,0.01361
90,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-19,2594.783,2581.63,2554.984,2623.959,2587.807,7137218600,76631733602.0,-6.976,-0.00269
91,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-20,2587.807,2571.54,2551.452,2609.639,2555.94,6639004400,71961660671.0,-31.867,-0.01231
92,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-21,2555.94,2492.575,2481.974,2584.452,2583.522,8385609000,86998295723.0,27.582,0.01079
93,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-24,2583.522,2596.318,2596.318,2680.493,2673.423,11249727200,1.21771226183e+11,89.901,0.0348
94,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-25,2673.423,2654.359,2609.086,2659.74,2622.63,9326905000,1.01697412562e+11,-50.793,-0.019
95,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-26,2622.63,2620.853,2610.51,2644.941,2625.793,6871046400,75195627889.0,3.163,0.00121
96,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-27,2625.793,2615.105,2583.548,2662.081,2655.918,8788356900,96516279204.0,30.125,0.01147
97,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-28,2655.918,2680.403,2641.405,2686.542,2655.767,8694799800,98648768130.0,-0.151,-6e-05
98,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-05-31,2655.767,2647.868,2591.535,2665.39,2592.147,7874388200,87203750751.0,-63.62,-0.02396
99,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-01,2592.147,2577.763,2534.267,2598.897,2568.283,7466611300,79814661762.0,-23.864,-0.00921
100,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-02,2568.283,2548.542,2521.057,2572.343,2571.423,6486663400,69692518811.0,3.14,0.00122
101,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-03,2571.423,2575.77,2551.529,2596.137,2552.656,6950232800,74462434052.0,-18.767,-0.0073
102,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-04,2552.656,2536.231,2527.873,2556.969,2553.593,5651849500,60645956510.0,0.937,0.00037
103,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-07,2553.593,2508.329,2491.661,2527.104,2511.729,6569798800,70153783991.0,-41.864,-0.01639
104,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-08,2511.729,2510.084,2491.647,2531.882,2513.947,6303246800,69342653328.0,2.218,0.00088
105,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-09,2513.947,2523.879,2501.118,2589.473,2583.87,9603098400,1.02662530103e+11,69.923,0.02781
106,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-10,2583.87,2561.549,2554.787,2581.047,2562.58,7458396400,80569289041.0,-21.29,-0.00824
107,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-11,2562.58,2574.899,2566.616,2590.979,2569.942,6651928000,73920367262.0,7.362,0.00287
108,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-17,2569.942,2588.965,2559.723,2595.509,2560.245,5495703900,61650699806.0,-9.697,-0.00377
109,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-18,2560.245,2556.602,2505.327,2568.861,2513.222,6721845300,72840913127.0,-47.023,-0.01837
110,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-21,2513.222,2517.292,2504.315,2587.34,2586.21,7855442500,81694028138.0,72.988,0.02904
111,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-22,2586.21,2579.631,2572.962,2598.353,2588.698,6368145900,65898436608.0,2.488,0.00096
112,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-23,2588.698,2576.343,2546.52,2593.673,2569.872,5877682200,61894821152.0,-18.826,-0.00727
113,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-24,2569.872,2563.639,2554.342,2586.898,2566.745,4885657100,51020728773.0,-3.127,-0.00122
114,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-25,2566.745,2556.54,2534.269,2572.832,2552.817,5007885200,51687997766.0,-13.928,-0.00543
115,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-28,2552.817,2550.649,2528.385,2561.485,2535.278,4320393800,45257330900.0,-17.539,-0.00687
116,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-29,2535.278,2534.496,2425.927,2541.142,2427.053,7374490400,71361871448.0,-108.225,-0.04269
117,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-06-30,2427.053,2409.542,2382.358,2411.441,2398.37,5521056900,51154351342.0,-28.683,-0.01182
118,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-01,2398.37,2393.947,2371.778,2410.769,2373.792,4996768600,46415158479.0,-24.578,-0.01025
119,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-02,2373.792,2371.323,2319.739,2386.4,2382.901,6832957000,61545270259.0,9.109,0.00384
120,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-05,2382.901,2358.757,2335.571,2378.088,2363.947,4799645200,42999668092.0,-18.954,-0.00795
121,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-06,2363.947,2358.284,2356.553,2409.783,2409.424,6136429500,55618257338.0,45.477,0.01924
122,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-07,2409.424,2407.665,2392.567,2421.679,2421.117,5611070000,52493745444.0,11.693,0.00485
123,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-08,2421.117,2429.676,2402.002,2436.283,2415.15,5448595400,50449202545.0,-5.967,-0.00246
124,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-09,2415.15,2416.58,2398.676,2485.6,2470.923,8589014800,81834661782.0,55.773,0.02309
125,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-12,2470.923,2468.541,2455.814,2501.024,2490.718,8292234900,81580605524.0,19.795,0.00801
126,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-13,2490.718,2468.69,2439.243,2468.69,2450.286,6632701900,63392043165.0,-40.432,-0.01623
127,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-14,2450.286,2456.103,2456.103,2494.589,2470.44,7294614500,70221217634.0,20.154,0.00823
128,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-15,2470.44,2465.989,2423.649,2487.237,2424.304,10553923900,72186340168.0,-46.136,-0.01868
129,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-16,2424.304,2414.681,2389.071,2428.464,2424.271,7079330300,55992242757.0,-0.033,-1e-05
130,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-19,2424.271,2399.58,2392.273,2484.194,2475.421,8883896200,79475296793.0,51.15,0.0211
131,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-20,2475.421,2477.753,2477.46,2530.331,2528.73,11859837400,1.1164175085e+11,53.309,0.02154
132,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-21,2528.73,2529.619,2520.149,2553.452,2535.394,11424783200,1.05772526002e+11,6.664,0.00264
133,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-22,2535.394,2525.976,2522.201,2563.239,2562.406,10593421700,95754900535.0,27.012,0.01065
134,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-23,2562.406,2566.851,2549.237,2579.523,2572.028,11437314900,1.01168593469e+11,9.622,0.00376
135,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-26,2572.028,2576.372,2556.466,2589.484,2588.683,9332648600,88588775158.0,16.655,0.00648
136,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-27,2588.683,2581.59,2565.636,2587.997,2575.368,8660523600,85156951249.0,-13.315,-0.00514
137,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-28,2575.368,2574.322,2564.156,2636.002,2633.663,12897953800,1.21947192666e+11,58.295,0.02264
138,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-29,2633.663,2635.048,2623.944,2656.408,2648.116,13912360500,1.31200311086e+11,14.453,0.00549
139,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-07-30,2648.116,2642.852,2614.732,2643.035,2637.503,9477378800,94120939833.0,-10.613,-0.00401
140,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-02,2637.503,2635.807,2633.647,2675.762,2672.516,11294463300,1.10228613034e+11,35.013,0.01328
141,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-03,2672.516,2678.791,2626.722,2681.786,2627.002,12797109400,1.30397499771e+11,-45.514,-0.01703
142,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-04,2627.002,2620.499,2589.988,2638.898,2638.522,11212373700,1.1284572886e+11,11.52,0.00439
143,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-05,2638.522,2636.243,2606.622,2640.589,2620.757,11351438200,1.15426381331e+11,-17.765,-0.00673
144,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-06,2620.757,2618.713,2598.913,2659.412,2658.392,12092728600,1.23364528412e+11,37.635,0.01436
145,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-09,2658.392,2656.364,2650.397,2676.09,2672.533,11996475000,1.26557183721e+11,14.141,0.00532
146,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-10,2672.533,2672.793,2594.336,2675.313,2595.274,12701002100,1.2956770118e+11,-77.259,-0.02891
147,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-11,2595.274,2587.615,2586.018,2618.451,2607.497,8694146100,88751831976.0,12.223,0.00471
148,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-12,2607.497,2584.919,2570.963,2608.761,2575.475,9267520300,96005861113.0,-32.022,-0.01228
149,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-13,2575.475,2576.687,2564.838,2607.033,2606.7,8882045000,91342498292.0,31.225,0.01212
150,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-16,2606.7,2603.792,2596.771,2665.314,2661.708,12586282300,1.30736851353e+11,55.008,0.0211
151,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-17,2661.708,2663.184,2654.011,2677.57,2671.893,12263829400,1.28597720025e+11,10.185,0.00383
152,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-18,2671.893,2674.501,2654.408,2687.76,2666.301,13625434800,1.28831042372e+11,-5.592,-0.00209
153,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-19,2666.301,2669.431,2659.297,2701.93,2687.979,12844161300,1.33233657247e+11,21.678,0.00813
154,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-20,2687.979,2677.019,2636.908,2683.288,2642.307,11617218400,1.1981733763e+11,-45.672,-0.01699
155,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-23,2642.307,2637.82,2629.707,2656.116,2639.366,8813653900,91492887897.0,-2.941,-0.00111
156,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-24,2639.366,2636.532,2614.563,2667.171,2650.307,10724363900,1.06318342845e+11,10.941,0.00415
157,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-25,2650.307,2634.95,2595.728,2645.503,2596.58,10969582800,1.0826574217e+11,-53.727,-0.02027
158,000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2010-08-26,2596.58,2604.882,2590.614,2616.962,2603.481,8031385700,81805454775.0,6.901,0.00266
